Unnamed: 0,Unnamed: 0.1,Company Name,Location,Datum,Detail,Status Rocket, Rocket,Status Mission
173,173,NASA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Apr 15, 1999 04:00 UTC",Soyuz 2 | Payload,StatusActive,155.9,Success
174,174,ULA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Jul 15, 1982 04:00 UTC",Atlas V | Payload,StatusActive,,Success
175,175,NASA,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Feb 15, 2010 04:00 UTC",Delta IV | Payload,StatusActive,,Success
176,176,NASA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Aug 15, 2014 04:00 UTC",Atlas V | Payload,StatusActive,98.8,Success
177,177,ULA,"ELA-3, Guiana Space Centre, French Guiana","Fri May 15, 1965 04:00 UTC",Soyuz 2 | Payload,StatusActive,119.7,Success
178,178,Roscosmos,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Nov 15, 2014 04:00 UTC",Atlas V | Payload,StatusActive,23.4,Success
179,179,SpaceX,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Nov 15, 1983 04:00 UTC",Falcon 9 | Payload,StatusActive,,Success
180,180,Roscosmos,"LC-39A, Kennedy Space Center, Florida, USA","Fri Apr 15, 1999 04:00 UTC",Atlas V | Payload,StatusActive,172.7,Success
181,181,Arianespace,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Aug 15, 1984 04:00 UTC",Soyuz 2 | Payload,StatusActive,159.8,Success
182,182,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Apr 15, 1994 04:00 UTC",Falcon 9 | Payload,StatusActive,182.8,Success
183,183,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Sep 15, 2020 04:00 UTC",Falcon 9 | Payload,StatusActive,,Success
184,184,NASA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Nov 15, 1970 04:00 UTC",Ariane 5 | Payload,StatusActive,,Success
185,185,Roscosmos,"ELA-3, Guiana Space Centre, French Guiana","Fri Sep 15, 1987 04:00 UTC",Falcon 9 | Payload,StatusActive,50.3,Success
186,186,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Apr 15, 1957 04:00 UTC",Soyuz 2 | Payload,StatusActive,,Success
187,187,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Apr 15, 1957 04:00 UTC",Ariane 5 | Payload,StatusActive,114.8,Success
188,188,SpaceX,"ELA-3, Guiana Space Centre, French Guiana","Fri Apr 15, 2008 04:00 UTC",Delta IV | Payload,StatusActive,171.5,Success
189,189,Arianespace,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jul 15, 1983 04:00 UTC",Delta IV | Payload,StatusActive,60.5,Success
190,190,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Jan 15, 1963 04:00 UTC",Atlas V | Payload,StatusActive,111.0,Success
191,191,ULA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Jun 15, 1958 04:00 UTC",Falcon 9 | Payload,StatusActive,119.3,Success
192,192,Arianespace,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Oct 15, 1962 04:00 UTC",Atlas V | Payload,StatusActive,169.2,Success
193,193,NASA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Nov 15, 1967 04:00 UTC",Falcon 9 | Payload,StatusActive,141.8,Success
194,194,NASA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri May 15, 1977 04:00 UTC",Soyuz 2 | Payload,StatusActive,,Success
195,195,NASA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Oct 15, 2011 04:00 UTC",Falcon 9 | Payload,StatusActive,139.4,Success
196,196,Roscosmos,"LC-39A, Kennedy Space Center, Florida, USA","Fri Mar 15, 2018 04:00 UTC",Ariane 5 | Payload,StatusActive,,Success
197,197,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Fri Sep 15, 1958 04:00 UTC",Falcon 9 | Payload,StatusActive,60.3,Success
198,198,SpaceX,"ELA-3, Guiana Space Centre, French Guiana","Fri Apr 15, 1957 04:00 UTC",Ariane 5 | Payload,StatusActive,126.6,Success
199,199,Roscosmos,"ELA-3, Guiana Space Centre, French Guiana","Fri Sep 15, 2019 04:00 UTC",Ariane 5 | Payload,StatusActive,,Success
200,200,SpaceX,"ELA-3, Guiana Space Centre, French Guiana","Fri Nov 15, 1994 04:00 UTC",Delta IV | Payload,StatusActive,35.7,Success
201,201,ULA,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jun 15, 2012 04:00 UTC",Atlas V | Payload,StatusActive,51.0,Success
202,202,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Dec 15, 2012 04:00 UTC",Delta IV | Payload,StatusActive,196.8,Success
203,203,Roscosmos,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Aug 15, 2012 04:00 UTC",Falcon 9 | Payload,StatusActive,45.2,Success
204,204,Roscosmos,"LC-39A, Kennedy Space Center, Florida, USA","Fri Jul 15, 1993 04:00 UTC",Atlas V | Payload,StatusActive,98.6,Success
205,205,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jul 15, 1965 04:00 UTC",Soyuz 2 | Payload,StatusActive,151.9,Success
206,206,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Mar 15, 1961 04:00 UTC",Delta IV | Payload,StatusActive,33.7,Success
207,207,Arianespace,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri May 15, 2014 04:00 UTC",Falcon 9 | Payload,StatusActive,25.1,Success
208,208,ULA,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Apr 15, 1979 04:00 UTC",Delta IV | Payload,StatusActive,,Success
209,209,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Mar 15, 1994 04:00 UTC",Delta IV | Payload,StatusActive,,Success
210,210,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Fri Jun 15, 2016 04:00 UTC",Ariane 5 | Payload,StatusActive,,Success
211,211,ULA,"ELA-3, Guiana Space Centre, French Guiana","Fri Sep 15, 2019 04:00 UTC",Soyuz 2 | Payload,StatusActive,72.1,Success
212,212,NASA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Oct 15, 1997 04:00 UTC",Delta IV | Payload,StatusActive,,Success
213,213,Roscosmos,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Aug 15, 2006 04:00 UTC",Ariane 5 | Payload,StatusActive,,Success
214,214,NASA,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Dec 15, 1993 04:00 UTC",Delta IV | Payload,StatusActive,51.0,Success
215,215,Arianespace,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Nov 15, 2011 04:00 UTC",Falcon 9 | Payload,StatusActive,43.7,Success
216,216,NASA,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri May 15, 1984 04:00 UTC",Falcon 9 | Payload,StatusActive,83.0,Success
217,217,Roscosmos,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Feb 15, 1971 04:00 UTC",Soyuz 2 | Payload,StatusActive,,Success
218,218,ULA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri May 15, 1978 04:00 UTC",Falcon 9 | Payload,StatusActive,,Success
219,219,ULA,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Oct 15, 1966 04:00 UTC",Delta IV | Payload,StatusActive,179.2,Success
220,220,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Oct 15, 1958 04:00 UTC",Atlas V | Payload,StatusActive,,Success
221,221,Roscosmos,"ELA-3, Guiana Space Centre, French Guiana","Fri Jul 15, 1972 04:00 UTC",Delta IV | Payload,StatusActive,132.5,Success
222,222,Arianespace,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Oct 15, 1989 04:00 UTC",Delta IV | Payload,StatusActive,158.6,Success
223,223,NASA,"ELA-3, Guiana Space Centre, French Guiana","Fri Jan 15, 1958 04:00 UTC",Delta IV | Payload,StatusActive,,Failure
224,224,ULA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Oct 15, 1983 04:00 UTC",Falcon 9 | Payload,StatusActive,147.4,Failure
225,225,Arianespace,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Mar 15, 2021 04:00 UTC",Atlas V | Payload,StatusActive,,Success
226,226,Arianespace,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Apr 15, 2009 04:00 UTC",Delta IV | Payload,StatusActive,,Success
227,227,Arianespace,"LC-39A, Kennedy Space Center, Florida, USA","Fri Jun 15, 1997 04:00 UTC",Falcon 9 | Payload,StatusActive,46.3,Success
228,228,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Aug 15, 1997 04:00 UTC",Falcon 9 | Payload,StatusActive,,Success
229,229,Roscosmos,"ELA-3, Guiana Space Centre, French Guiana","Fri Nov 15, 2022 04:00 UTC",Atlas V | Payload,StatusActive,,Success
230,230,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Apr 15, 2019 04:00 UTC",Falcon 9 | Payload,StatusActive,25.7,Success
231,231,NASA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Jul 15, 1961 04:00 UTC",Delta IV | Payload,StatusActive,175.9,Success
232,232,Roscosmos,"ELA-3, Guiana Space Centre, French Guiana","Fri Nov 15, 2020 04:00 UTC",Atlas V | Payload,StatusActive,104.8,Success
233,233,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Fri Oct 15, 1991 04:00 UTC",Atlas V | Payload,StatusActive,182.8,Success
234,234,ULA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Apr 15, 1999 04:00 UTC",Falcon 9 | Payload,StatusActive,58.5,Success
235,235,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Aug 15, 2015 04:00 UTC",Falcon 9 | Payload,StatusActive,77.1,Success
236,236,SpaceX,"ELA-3, Guiana Space Centre, French Guiana","Fri Dec 15, 1976 04:00 UTC",Falcon 9 | Payload,StatusActive,,Success
237,237,Roscosmos,"ELA-3, Guiana Space Centre, French Guiana","Fri Dec 15, 2007 04:00 UTC",Soyuz 2 | Payload,StatusActive,62.6,Success
238,238,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Fri Aug 15, 2012 04:00 UTC",Atlas V | Payload,StatusActive,,Failure
239,239,Roscosmos,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Jun 15, 1974 04:00 UTC",Falcon 9 | Payload,StatusActive,40.8,Success
240,240,Roscosmos,"LC-39A, Kennedy Space Center, Florida, USA","Fri Jan 15, 1977 04:00 UTC",Falcon 9 | Payload,StatusActive,186.0,Success
241,241,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Jul 15, 2002 04:00 UTC",Delta IV | Payload,StatusActive,198.6,Success
242,242,NASA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Jul 15, 2017 04:00 UTC",Delta IV | Payload,StatusActive,56.8,Success
243,243,Roscosmos,"ELA-3, Guiana Space Centre, French Guiana","Fri Feb 15, 1995 04:00 UTC",Ariane 5 | Payload,StatusActive,,Success
244,244,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Mar 15, 1976 04:00 UTC",Delta IV | Payload,StatusActive,147.7,Success
245,245,Roscosmos,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Nov 15, 2011 04:00 UTC",Falcon 9 | Payload,StatusActive,154.6,Success
246,246,Arianespace,"ELA-3, Guiana Space Centre, French Guiana","Fri Jan 15, 2015 04:00 UTC",Falcon 9 | Payload,StatusActive,,Success
247,247,SpaceX,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jul 15, 1963 04:00 UTC",Delta IV | Payload,StatusActive,57.3,Success
248,248,ULA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Oct 15, 1961 04:00 UTC",Delta IV | Payload,StatusActive,179.2,Success
249,249,Arianespace,"LC-39A, Kennedy Space Center, Florida, USA","Fri Aug 15, 2012 04:00 UTC",Atlas V | Payload,StatusActive,160.7,Success
250,250,Roscosmos,"ELA-3, Guiana Space Centre, French Guiana","Fri Nov 15, 1978 04:00 UTC",Delta IV | Payload,StatusActive,81.3,Failure
251,251,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Fri May 15, 1986 04:00 UTC",Falcon 9 | Payload,StatusActive,192.7,Success
252,252,Roscosmos,"ELA-3, Guiana Space Centre, French Guiana","Fri Feb 15, 1990 04:00 UTC",Ariane 5 | Payload,StatusActive,39.4,Success
253,253,ULA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Dec 15, 1963 04:00 UTC",Ariane 5 | Payload,StatusActive,44.2,Success
254,254,Arianespace,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Mar 15, 1974 04:00 UTC",Ariane 5 | Payload,StatusActive,188.8,Success
255,255,ULA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Jul 15, 2002 04:00 UTC",Ariane 5 | Payload,StatusActive,68.6,Failure
256,256,Roscosmos,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Nov 15, 2006 04:00 UTC",Delta IV | Payload,StatusActive,47.4,Success
257,257,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Sep 15, 2015 04:00 UTC",Ariane 5 | Payload,StatusActive,,Success
258,258,Arianespace,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Oct 15, 2020 04:00 UTC",Delta IV | Payload,StatusActive,32.0,Success
259,259,ULA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Nov 15, 2021 04:00 UTC",Soyuz 2 | Payload,StatusActive,176.3,Success
260,260,SpaceX,"ELA-3, Guiana Space Centre, French Guiana","Fri May 15, 1991 04:00 UTC",Atlas V | Payload,StatusActive,,Success
261,261,ULA,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Apr 15, 2006 04:00 UTC",Atlas V | Payload,StatusActive,150.5,Success
262,262,Arianespace,"ELA-3, Guiana Space Centre, French Guiana","Fri Dec 15, 1988 04:00 UTC",Delta IV | Payload,StatusActive,181.9,Success
263,263,Arianespace,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Dec 15, 1968 04:00 UTC",Atlas V | Payload,StatusActive,61.8,Success
264,264,NASA,"ELA-3, Guiana Space Centre, French Guiana","Fri Jun 15, 2000 04:00 UTC",Soyuz 2 | Payload,StatusActive,,Success
265,265,ULA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Mar 15, 2006 04:00 UTC",Ariane 5 | Payload,StatusActive,,Success
266,266,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Fri Jan 15, 1982 04:00 UTC",Falcon 9 | Payload,StatusActive,,Success
267,267,Arianespace,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Mar 15, 2008 04:00 UTC",Falcon 9 | Payload,StatusActive,,Success
268,268,NASA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri May 15, 1957 04:00 UTC",Falcon 9 | Payload,StatusActive,,Success
269,269,ULA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Mar 15, 1974 04:00 UTC",Atlas V | Payload,StatusActive,184.6,Failure
270,270,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Sep 15, 1963 04:00 UTC",Ariane 5 | Payload,StatusActive,64.8,Success
271,271,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Aug 15, 1957 04:00 UTC",Ariane 5 | Payload,StatusActive,,Success
272,272,SpaceX,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Aug 15, 1982 04:00 UTC",Falcon 9 | Payload,StatusActive,53.3,Failure
273,273,Roscosmos,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Sep 15, 1995 04:00 UTC",Ariane 5 | Payload,StatusActive,195.0,Success
274,274,NASA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Mar 15, 1999 04:00 UTC",Atlas V | Payload,StatusActive,,Success
275,275,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Jun 15, 2016 04:00 UTC",Falcon 9 | Payload,StatusActive,198.5,Success
276,276,NASA,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Feb 15, 2006 04:00 UTC",Soyuz 2 | Payload,StatusActive,25.0,Success
277,277,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Jul 15, 1966 04:00 UTC",Ariane 5 | Payload,StatusActive,,Success
278,278,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Fri Nov 15, 1988 04:00 UTC",Atlas V | Payload,StatusActive,,Success
279,279,SpaceX,"ELA-3, Guiana Space Centre, French Guiana","Fri Jan 15, 2014 04:00 UTC",Ariane 5 | Payload,StatusActive,120.3,Success
280,280,Arianespace,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri May 15, 1977 04:00 UTC",Atlas V | Payload,StatusActive,,Success
281,281,SpaceX,"ELA-3, Guiana Space Centre, French Guiana","Fri Mar 15, 1966 04:00 UTC",Falcon 9 | Payload,StatusActive,108.5,Success
282,282,ULA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Aug 15, 1971 04:00 UTC",Soyuz 2 | Payload,StatusActive,,Success
283,283,SpaceX,"ELA-3, Guiana Space Centre, French Guiana","Fri Jun 15, 1976 04:00 UTC",Ariane 5 | Payload,StatusActive,,Success
284,284,Roscosmos,"LC-39A, Kennedy Space Center, Florida, USA","Fri Jun 15, 1970 04:00 UTC",Delta IV | Payload,StatusActive,137.2,Success
285,285,ULA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri May 15, 2011 04:00 UTC",Soyuz 2 | Payload,StatusActive,162.4,Success
286,286,Arianespace,"ELA-3, Guiana Space Centre, French Guiana","Fri Feb 15, 2002 04:00 UTC",Soyuz 2 | Payload,StatusActive,121.8,Success
287,287,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Feb 15, 1962 04:00 UTC",Atlas V | Payload,StatusActive,196.0,Success
288,288,ULA,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Feb 15, 2021 04:00 UTC",Atlas V | Payload,StatusActive,,Success
289,289,ULA,"ELA-3, Guiana Space Centre, French Guiana","Fri Feb 15, 2006 04:00 UTC",Ariane 5 | Payload,StatusActive,,Success
290,290,NASA,"ELA-3, Guiana Space Centre, French Guiana","Fri Jan 15, 2011 04:00 UTC",Falcon 9 | Payload,StatusActive,139.4,Success
291,291,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Dec 15, 2003 04:00 UTC",Soyuz 2 | Payload,StatusActive,,Success
292,292,ULA,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Oct 15, 2004 04:00 UTC",Ariane 5 | Payload,StatusActive,,Success
293,293,Arianespace,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Dec 15, 1999 04:00 UTC",Soyuz 2 | Payload,StatusActive,56.2,Success
294,294,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jun 15, 1981 04:00 UTC",Atlas V | Payload,StatusActive,120.4,Success
295,295,NASA,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jan 15, 2013 04:00 UTC",Delta IV | Payload,StatusActive,182.0,Failure
296,296,ULA,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Dec 15, 1969 04:00 UTC",Ariane 5 | Payload,StatusActive,,Failure
297,297,Roscosmos,"LC-39A, Kennedy Space Center, Florida, USA","Fri Jan 15, 1997 04:00 UTC",Delta IV | Payload,StatusActive,123.0,Success
298,298,Arianespace,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Feb 15, 1984 04:00 UTC",Falcon 9 | Payload,StatusActive,135.4,Success
299,299,Arianespace,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Jul 15, 2016 04:00 UTC",Delta IV | Payload,StatusActive,,Failure
300,300,Arianespace,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Jun 15, 1964 04:00 UTC",Falcon 9 | Payload,StatusActive,,Success
301,301,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Aug 15, 2000 04:00 UTC",Ariane 5 | Payload,StatusActive,54.6,Success
302,302,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Oct 15, 1957 04:00 UTC",Falcon 9 | Payload,StatusActive,,Success
303,303,NASA,"ELA-3, Guiana Space Centre, French Guiana","Fri Oct 15, 1984 04:00 UTC",Soyuz 2 | Payload,StatusActive,93.2,Success
304,304,SpaceX,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Sep 15, 2007 04:00 UTC",Ariane 5 | Payload,StatusActive,80.0,Success
305,305,NASA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri May 15, 1986 04:00 UTC",Atlas V | Payload,StatusActive,,Success
306,306,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Feb 15, 1975 04:00 UTC",Ariane 5 | Payload,StatusActive,56.6,Success
307,307,Roscosmos,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Apr 15, 2020 04:00 UTC",Atlas V | Payload,StatusActive,101.4,Success
308,308,NASA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Oct 15, 2001 04:00 UTC",Ariane 5 | Payload,StatusActive,34.5,Success
309,309,Roscosmos,"LC-39A, Kennedy Space Center, Florida, USA","Fri Apr 15, 2003 04:00 UTC",Delta IV | Payload,StatusActive,,Success
310,310,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Nov 15, 2003 04:00 UTC",Falcon 9 | Payload,StatusActive,84.3,Success
311,311,SpaceX,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Aug 15, 1959 04:00 UTC",Ariane 5 | Payload,StatusActive,193.9,Success
312,312,Roscosmos,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri May 15, 2007 04:00 UTC",Delta IV | Payload,StatusActive,39.4,Success
313,313,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Feb 15, 1997 04:00 UTC",Falcon 9 | Payload,StatusActive,,Success
314,314,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Oct 15, 2005 04:00 UTC",Falcon 9 | Payload,StatusActive,34.3,Success
315,315,NASA,"ELA-3, Guiana Space Centre, French Guiana","Fri Jan 15, 1962 04:00 UTC",Falcon 9 | Payload,StatusActive,26.0,Success
316,316,Arianespace,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Apr 15, 1985 04:00 UTC",Soyuz 2 | Payload,StatusActive,120.3,Success
317,317,Roscosmos,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Apr 15, 1957 04:00 UTC",Atlas V | Payload,StatusActive,100.3,Failure
318,318,ULA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Sep 15, 2017 04:00 UTC",Delta IV | Payload,StatusActive,169.2,Success
319,319,NASA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Feb 15, 1966 04:00 UTC",Ariane 5 | Payload,StatusActive,170.2,Success
320,320,Roscosmos,"LC-39A, Kennedy Space Center, Florida, USA","Fri Jun 15, 2008 04:00 UTC",Atlas V | Payload,StatusActive,172.4,Success
321,321,ULA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Jan 15, 1976 04:00 UTC",Soyuz 2 | Payload,StatusActive,81.6,Success
322,322,Arianespace,"LC-39A, Kennedy Space Center, Florida, USA","Fri Mar 15, 1976 04:00 UTC",Soyuz 2 | Payload,StatusActive,,Success
323,323,NASA,"ELA-3, Guiana Space Centre, French Guiana","Fri Oct 15, 1974 04:00 UTC",Soyuz 2 | Payload,StatusActive,129.7,Success
324,324,ULA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri May 15, 1996 04:00 UTC",Delta IV | Payload,StatusActive,,Success
325,325,NASA,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Dec 15, 1967 04:00 UTC",Delta IV | Payload,StatusActive,,Success
326,326,SpaceX,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Sep 15, 1992 04:00 UTC",Soyuz 2 | Payload,StatusActive,116.3,Success
327,327,ULA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Jun 15, 1968 04:00 UTC",Ariane 5 | Payload,StatusActive,156.2,Success
328,328,NASA,"ELA-3, Guiana Space Centre, French Guiana","Fri Nov 15, 1968 04:00 UTC",Ariane 5 | Payload,StatusActive,91.6,Success
329,329,Roscosmos,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Oct 15, 1964 04:00 UTC",Soyuz 2 | Payload,StatusActive,74.6,Success
330,330,NASA,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Jan 15, 1996 04:00 UTC",Soyuz 2 | Payload,StatusActive,129.1,Success
331,331,Arianespace,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri May 15, 1968 04:00 UTC",Ariane 5 | Payload,StatusActive,,Success
332,332,ULA,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Mar 15, 1966 04:00 UTC",Atlas V | Payload,StatusActive,111.0,Failure
333,333,SpaceX,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jul 15, 2018 04:00 UTC",Atlas V | Payload,StatusActive,119.7,Success
334,334,ULA,"ELA-3, Guiana Space Centre, French Guiana","Fri May 15, 2010 04:00 UTC",Delta IV | Payload,StatusActive,49.5,Success
335,335,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Fri Feb 15, 1965 04:00 UTC",Ariane 5 | Payload,StatusActive,147.0,Failure
336,336,NASA,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jan 15, 1986 04:00 UTC",Soyuz 2 | Payload,StatusActive,33.5,Success
337,337,NASA,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jan 15, 2020 04:00 UTC",Ariane 5 | Payload,StatusActive,160.8,Success
338,338,ULA,"ELA-3, Guiana Space Centre, French Guiana","Fri Mar 15, 1980 04:00 UTC",Falcon 9 | Payload,StatusActive,,Failure
339,339,Roscosmos,"LC-39A, Kennedy Space Center, Florida, USA","Fri Nov 15, 1971 04:00 UTC",Atlas V | Payload,StatusActive,66.0,Success
340,340,ULA,"ELA-3, Guiana Space Centre, French Guiana","Fri May 15, 2007 04:00 UTC",Atlas V | Payload,StatusActive,54.4,Success
341,341,Arianespace,"ELA-3, Guiana Space Centre, French Guiana","Fri Apr 15, 1996 04:00 UTC",Delta IV | Payload,StatusActive,103.4,Success
342,342,Arianespace,"ELA-3, Guiana Space Centre, French Guiana","Fri Apr 15, 1957 04:00 UTC",Soyuz 2 | Payload,StatusActive,36.1,Success
343,343,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Jan 15, 2010 04:00 UTC",Ariane 5 | Payload,StatusActive,,Success
344,344,ULA,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Aug 15, 2005 04:00 UTC",Delta IV | Payload,StatusActive,,Failure
345,345,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Fri Jun 15, 2002 04:00 UTC",Soyuz 2 | Payload,StatusActive,90.2,Success
346,346,NASA,"ELA-3, Guiana Space Centre, French Guiana","Fri Apr 15, 1994 04:00 UTC",Soyuz 2 | Payload,StatusActive,49.6,Failure
347,347,Arianespace,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Feb 15, 1961 04:00 UTC",Atlas V | Payload,StatusActive,71.0,Success
